Version,Year,Month,Bus.Unit,Type,Node,Variance,Idle_Cap,Email,Report
V001,2017,M01,BU01,SP,SF_350297,14%,7%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350298,8%,28%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350307,26%,29%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350308,1%,5%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350314,13%,15%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350316,15%,19%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350326,3%,21%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350332,23%,30%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350333,14%,24%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350334,27%,24%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350336,9%,12%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350338,21%,19%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350339,18%,11%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350341,22%,26%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350345,14%,6%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350347,25%,8%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350350,22%,22%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350351,21%,19%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350359,8%,3%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350360,7%,9%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350363,27%,29%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350364,12%,6%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350365,15%,24%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350366,29%,18%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350367,4%,17%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350368,25%,5%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350369,8%,19%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350377,15%,0%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350390,28%,9%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350391,8%,17%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350393,29%,28%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350394,3%,25%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350395,8%,4%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350400,25%,23%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_350414,18%,5%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360003,6%,8%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360015,20%,26%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360017,3%,9%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360018,28%,19%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360019,24%,24%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360020,11%,8%,info@altavia.com,
V001,2017,M01,BU01,SP,SF_360021,2%,28%,info@altavia.com,
